101 10000
10 13 19
72 3 39
79 2 96
7 50 64
60 15 29
52 58 45
27 7 83
77 9 20
92 44 62
49 41 36
32 99 99
33 60 53
86 41 1
51 89 72
38 22 45
75 28 8
92 7 46
22 54 52
95 21 36
93 33 97
23 44 39
82 8 84
27 78 63
70 4 86
27 39 33
45 2 87
94 26 67
13 39 54
59 57 19
18 99 93
89 8 4
19 47 77
22 71 17
61 39 59
8 21 82
12 81 85
29 89 42
57 76 74
1 25 47
80 22 47
96 40 9
53 61 4
8 82 32
59 58 73
86 63 4
8 13 22
34 87 18
77 72 29
7 87 44
12 54 6
72 70 62
11 89 93
31 10 72
58 7 46
37 36 55
48 41 94
93 12 2
7 53 36
98 7 74
35 71 43
64 3 58
4 16 25
62 63 69
72 48 60
97 33 1
44 12 6
69 47 73
96 72 7
98 59 36
63 80 62
51 4 100
23 36 23
90 2 97
53 98 94
30 52 74
65 53 93
33 84 67
40 49 74
2 32 70
57 99 60
20 60 48
35 60 53
20 13 41
36 24 61
13 47 62
3 90 58
80 92 81
39 38 81
15 23 46
51 20 58
18 3 95
68 98 5
12 43 28
76 98 78
56 87 91
88 38 45
19 52 16
28 39 90
81 83 12
21 54 83
21 35 19
5 15 62
61 38 19
72 35 82
80 69 65
3 70 14
51 76 81
84 72 71
83 54 39
1 57 81
76 3 93
87 27 70
32 96 41
6 23 41
16 13 31
62 86 58
27 94 52
40 68 100
48 99 42
46 25 2
89 84 57
95 68 43
44 43 76
80 32 34
12 85 95
36 40 70
95 40 75
97 27 44
66 66 23
65 47 16
43 16 67
49 39 44
44 8 12
15 22 39
42 74 46
48 57 77
37 38 17
22 81 67
60 79 13
5 16 61
29 76 9
69 24 39
83 10 68
2 67 91
53 66 81
23 77 44
58 77 41
13 50 26
28 53 54
81 95 21
74 27 65
35 39 10
16 23 5
31 49 45
98 38 52
28 40 86
42 6 82
63 75 39
89 69 95
46 20 13
92 14 97
5 80 69
94 91 41
36 50 36
2 80 100
95 51 37
55 95 76
39 71 64
91 95 18
41 100 18
56 48 71
45 64 27
42 49 71
43 68 96
21 53 55
91 54 68
96 71 89
39 74 82
52 53 66
58 23 92
5 28 53
42 84 18
9 33 5
22 1 89
84 17 58
81 64 45
55 67 60
26 71 58
15 47 23
93 12 20
9 99 74
97 43 50
17 90 15
22 7 36
34 88 43
60 92 25
16 40 19
86 10 84
17 95 38
68 32 13
87 5 12
50 99 99
46 59 65
95 96 81
69 68 70
19 57 20
97 41 82
72 78 82
66 26 56
37 21 61
74 4 79
83 62 76
12 21 3
73 92 15
95 92 71
71 28 94
3 52 74
12 21 23
70 73 18
57 17 53
99 2 58
33 33 44
52 6 1
81 86 94
16 19 14
93 51 4
86 18 5
30 30 10
45 49 17
39 65 43
84 41 49
51 14 30
30 48 45
11 27 33
84 60 19
7 80 72
66 66 81
12 61 51
100 65 81
67 91 11
40 94 14
36 34 81
58 37 73
14 43 63
39 74 13
53 29 16
23 19 28
20 94 4
24 68 97
100 52 5
61 30 51
97 65 49
66 42 100
91 34 45
100 90 82
29 14 93
62 78 92
97 48 16
63 93 79
90 79 17
65 11 87
30 85 32
100 52 55
23 19 78
75 45 6
57 56 70
49 34 59
47 8 82
18 74 64
100 8 21
74 3 81
31 84 77
55 43 44
19 84 70
93 41 50
26 50 27
3 91 64
52 97 10
77 49 58
89 96 80
80 79 29
55 88 59
100 11 85
50 69 4
2 53 57
72 39 32
48 62 86
46 96 69
68 42 12
37 25 4
8 17 8
66 97 27
68 90 70
86 87 15
15 13 42
44 47 86
91 76 65
59 14 54
71 47 24
5 50 54
35 55 81
95 82 36
5 37 8
34 81 32
11 10 27
43 40 66
79 43 72
35 76 28
46 23 59
75 80 5
22 7 36
98 11 52
3 57 88
48 95 99
49 13 71
75 98 62
63 31 55
83 11 59
91 23 56
9 47 100
66 50 93
1 54 92
94 88 79
2 18 22
88 83 80
83 29 72
74 2 63
87 69 79
23 17 18
12 25 44
36 52 3
29 18 6
27 17 74
90 23 3
44 1 100
16 33 5
99 92 26
44 92 92
30 84 38
88 18 88
39 73 95
66 31 75
60 89 43
28 18 41
34 59 35
93 96 62
50 8 88
46 48 70
1 58 49
78 84 28
87 33 33
65 84 65
24 43 8
9 25 37
91 64 5
19 26 81
45 40 96
49 90 46
64 1 87
26 3 4
65 27 57
80 63 74
88 5 70
43 90 3
41 39 89
34 86 81
79 28 46
23 58 59
51 28 1
1 93 39
59 59 92
30 50 59
30 47 83
30 56 58
60 17 30
43 41 32
2 80 13
82 44 57
54 51 45
17 2 87
98 96 15
40 72 41
38 85 76
58 86 36
41 24 16
94 80 59
86 72 16
88 19 43
34 83 55
90 84 54
53 98 98
33 17 38
41 95 97
53 13 88
89 97 17
58 63 48
55 53 18
79 99 9
73 33 7
5 27 70
82 61 47
5 44 38
100 81 84
17 50 59
15 72 29
94 54 42
85 94 90
72 86 26
7 9 1
53 14 69
18 61 44
53 71 42
10 47 64
6 80 51
61 35 34
88 30 93
26 57 72
55 3 57
87 15 9
79 91 40
87 64 8
8 10 68
21 4 14
18 97 37
83 86 20
66 55 99
27 37 78
88 46 61
23 32 69
17 21 12
98 29 3
21 39 6
28 100 19
53 46 77
24 11 40
71 1 50
98 21 10
14 56 2
49 33 50
17 21 6
36 84 91
61 73 42
9 24 32
50 19 49
7 42 47
77 74 10
17 56 70
99 76 41
86 20 17
99 29 30
20 41 50
64 38 22
72 93 69
39 14 49
71 18 97
22 90 25
85 58 51
98 93 89
82 42 30
62 61 64
73 12 16
51 5 89
74 25 66
32 27 35
38 91 63
90 62 33
81 94 44
9 19 10
45 86 84
95 33 56
93 7 12
10 99 89
63 33 46
65 1 100
61 92 51
76 17 89
59 61 8
4 56 53
97 71 1
2 15 86
78 74 28
89 21 3
99 90 4
72 77 12
69 50 98
25 94 64
65 75 56
51 76 32
38 39 59
34 64 12
49 87 70
46 80 64
25 55 51
12 19 48
22 1 51
76 55 75
2 83 42
8 61 1
82 30 61
31 41 4
93 36 28
57 91 72
42 25 21
97 40 43
94 65 75
22 80 17
97 8 91
53 73 33
74 42 56
6 60 91
9 30 57
44 79 46
68 34 8
71 79 12
22 17 12
38 79 25
99 52 89
70 13 87
73 36 84
12 50 25
85 33 25
66 80 54
5 35 5
14 34 9
59 78 12
42 96 11
1 68 69
97 83 84
73 48 34
27 75 21
65 11 19
3 35 52
31 13 24
75 96 2
37 97 27
98 31 84
6 64 60
19 97 94
6 37 81
24 29 20
44 11 56
7 87 93
82 57 82
10 78 15
20 91 30
35 31 81
4 47 25
89 54 46
89 72 76
6 45 43
68 67 15
92 33 76
17 44 79
85 42 2
89 40 58
32 66 97
74 82 41
88 22 93
38 87 52
37 29 74
67 96 23
53 78 77
45 80 69
71 41 74
45 73 24
18 59 1
8 10 37
64 88 20
31 5 13
19 37 81
74 73 97
38 31 19
78 70 67
5 17 48
65 82 46
88 7 87
63 43 79
85 7 45
54 12 47
11 48 23
86 64 40
91 29 85
79 3 18
68 8 90
89 17 62
99 90 66
67 42 22
16 21 66
42 72 100
43 44 64
41 4 46
38 100 53
99 2 86
39 68 51
15 9 61
80 77 10
93 64 84
69 46 39
22 9 70
69 26 1
52 71 58
44 78 42
14 89 77
40 72 14
25 10 28
15 35 57
96 84 11
71 49 32
9 23 20
32 12 75
87 65 59
61 40 1
13 84 68
92 19 74
1 3 26
93 26 82
6 75 19
31 48 10
7 41 58
54 96 25
8 33 18
11 38 14
29 91 35
16 35 53
83 91 57
34 17 24
20 10 39
14 79 37
6 10 65
3 32 37
52 79 96
79 76 63
98 91 11
62 8 30
31 17 95
90 21 29
79 19 26
98 18 80
39 57 8
94 59 1
42 43 52
19 60 100
24 66 56
48 96 89
73 61 62
49 26 71
13 20 70
64 43 71
68 47 66
63 44 54
66 47 22
67 29 18
84 56 26
37 86 48
92 9 79
57 9 74
64 96 63
12 40 63
83 44 71
96 35 24
71 29 86
38 40 93
19 73 41
38 89 89
3 5 75
69 92 55
40 98 10
13 44 96
81 50 50
41 82 66
43 59 11
20 24 60
76 4 69
68 39 23
67 35 4
14 52 6
28 98 93
30 93 63
38 22 4
77 70 65
36 21 81
39 90 36
38 36 22
29 91 42
86 71 96
91 2 55
11 41 30
55 3 73
25 57 100
72 91 4
70 25 58
84 2 20
82 87 50
19 24 28
90 26 30
47 10 15
90 13 79
15 78 56
16 75 66
81 68 53
53 59 28
9 98 11
20 57 36
15 84 18
70 48 93
77 28 51
22 87 43
66 84 46
19 87 84
90 96 33
44 76 53
19 87 17
45 21 46
85 75 79
83 33 56
15 59 29
21 62 18
44 93 92
59 80 44
10 96 67
46 25 50
91 90 91
49 51 42
27 80 69
8 66 52
67 57 21
51 66 82
99 31 88
64 1 10
62 80 77
9 38 61
95 19 56
22 41 9
48 63 78
46 54 9
20 40 75
68 70 53
35 85 56
35 68 5
8 57 43
92 32 52
6 49 48
2 70 20
2 14 29
91 78 62
13 72 95
73 14 36
74 23 78
50 10 57
95 46 90
87 63 95
63 11 24
43 74 79
76 85 78
46 48 20
74 75 41
51 85 49
33 16 61
44 1 32
39 15 62
21 72 88
86 79 9
52 17 34
93 27 12
74 80 31
37 13 87
65 97 98
19 86 50
1 20 87
34 28 3
77 33 43
14 7 23
44 80 2
67 31 84
41 66 95
94 78 24
28 95 61
3 6 71
79 17 66
64 81 68
91 93 9
5 73 95
69 5 38
90 23 61
34 66 90
65 68 68
2 86 59
16 47 32
79 58 90
39 6 61
42 32 9
15 18 34
76 49 91
44 82 43
84 62 13
55 96 70
76 86 55
79 96 51
62 94 14
74 27 52
57 2 87
84 2 11
48 94 49
50 99 39
26 55 100
60 60 39
32 20 93
36 10 29
97 15 70
17 96 58
21 55 70
5 95 90
1 18 11
82 78 34
50 77 66
20 96 11
60 50 18
70 91 34
94 42 59
43 33 22
88 28 28
30 75 82
7 63 76
53 13 14
2 11 53
94 94 69
52 81 83
39 100 61
81 8 62
45 70 22
71 33 81
13 83 22
65 57 50
64 8 36
82 41 98
30 38 93
52 15 61
89 1 68
30 25 25
58 78 22
27 99 84
76 85 57
16 68 66
66 78 48
34 62 52
53 77 36
31 66 4
61 77 85
3 2 30
39 63 32
56 77 49
46 12 81
16 46 8
33 66 10
21 32 42
37 75 18
52 88 28
37 25 48
4 2 59
45 49 38
8 26 54
61 23 1
72 88 56
25 44 96
80 16 99
60 50 81
64 41 98
74 97 40
24 63 95
8 13 69
48 11 7
5 66 70
58 51 8
80 77 36
12 66 97
40 45 2
76 82 27
57 21 11
38 15 35
69 26 3
4 14 84
44 68 25
51 10 72
73 4 27
31 47 28
69 62 70
48 3 22
20 33 8
6 90 23
59 12 62
53 86 98
80 34 99
30 57 46
12 86 28
51 21 45
63 69 20
77 94 78
18 21 45
3 7 65
100 37 94
84 91 99
85 15 13
63 100 25
92 28 52
41 32 67
69 11 34
16 94 72
53 48 98
56 17 17
30 70 54
6 58 29
70 40 79
56 47 5
32 10 8
40 9 90
54 10 42
69 55 29
1 70 33
97 97 25
19 51 88
72 31 100
16 46 40
27 43 2
81 98 2
1 26 74
83 20 41
43 69 90
12 62 100
94 4 66
68 69 75
52 60 44
93 21 88
97 3 80
40 32 87
38 68 61
82 74 75
14 48 70
86 4 71
52 70 43
78 32 13
43 78 33
79 82 25
66 17 40
31 8 28
52 17 32
72 22 10
35 87 51
19 79 96
1 35 43
42 84 42
50 69 44
1 24 49
100 17 89
32 81 95
52 32 59
47 79 82
13 75 53
69 3 83
81 39 54
58 36 13
19 27 99
32 35 21
14 23 45
75 4 63
65 57 51
70 60 86
54 44 69
73 47 100
36 69 84
86 30 43
21 53 59
32 91 9
4 78 17
84 4 65
7 68 63
26 74 69
10 61 30
50 22 54
7 12 68
62 20 79
31 89 11
6 31 73
58 48 97
18 57 47
46 85 13
8 2 98
36 20 46
93 3 79
13 10 75
16 27 100
24 20 75
24 39 55
71 5 77
76 15 61
70 56 25
33 81 70
2 86 8
40 3 93
52 59 88
36 93 44
100 36 58
20 76 63
27 74 27
78 38 61
58 62 100
94 71 38
47 41 52
62 82 80
75 60 35
71 56 62
44 78 31
98 51 59
7 60 21
91 67 23
5 58 92
3 34 15
32 60 57
6 67 1
67 77 12
45 45 28
14 50 97
5 42 62
23 10 39
38 56 46
67 25 100
3 67 77
59 42 53
41 99 10
45 37 35
84 33 7
67 71 56
67 48 76
38 12 100
48 61 88
38 94 85
4 80 7
95 31 6
5 34 11
46 68 23
3 8 23
1 68 75
7 7 1
9 29 81
35 72 57
57 71 54
83 69 74
27 50 37
33 33 89
67 76 70
88 73 84
83 28 100
59 95 67
90 43 9
24 16 83
56 52 23
87 34 79
95 66 53
12 6 67
40 64 50
55 28 27
87 58 83
80 68 96
24 21 73
2 16 81
78 2 1
18 76 78
42 100 42
65 84 3
84 52 8
16 100 93
31 53 39
12 64 39
2 27 10
37 93 99
41 24 26
54 98 85
42 32 20
58 77 78
85 13 56
4 89 81
55 6 58
50 68 87
40 1 73
54 80 83
8 30 88
38 5 86
53 16 46
31 84 42
13 51 57
41 44 89
21 69 21
33 20 39
31 70 14
37 40 19
66 27 14
46 96 73
90 72 10
41 25 91
12 64 19
42 44 52
76 21 18
44 80 79
67 73 63
44 26 15
69 82 19
66 10 76
73 77 47
42 31 28
28 100 47
9 24 24
53 44 76
91 10 3
69 31 23
16 54 68
55 15 76
86 98 70
1 28 15
82 66 72
61 69 51
59 76 42
56 92 42
54 50 1
76 18 92
7 14 81
42 17 24
1 64 46
46 57 54
24 100 75
33 100 89
21 66 63
3 18 41
76 75 32
29 4 45
14 36 53
10 4 35
53 25 35
70 47 86
78 78 95
93 85 71
82 77 18
71 21 1
10 5 95
27 66 73
4 47 43
96 3 54
90 76 11
77 95 95
92 5 18
40 52 45
45 6 76
85 97 86
11 79 9
71 45 14
38 15 71
54 65 21
3 51 76
90 13 59
100 64 97
97 52 30
85 89 82
20 19 46
75 60 62
84 41 88
38 92 13
30 15 80
94 75 58
9 19 21
19 27 62
54 66 78
65 32 63
3 40 76
22 56 96
91 57 26
82 8 5
72 93 45
62 50 60
44 75 41
26 57 40
87 52 6
35 34 25
68 31 68
26 84 86
3 16 65
54 71 62
48 84 41
76 39 25
18 53 76
83 22 30
44 62 10
64 97 60
27 8 14
97 21 93
51 77 84
100 39 17
44 54 3
71 51 56
41 67 49
43 54 49
98 4 95
93 39 42
98 4 92
53 70 50
73 82 99
9 1 15
11 75 3
23 11 98
8 28 12
91 81 95
65 1 90
58 36 21
1 44 45
4 84 10
14 82 66
13 41 31
36 39 9
1 73 85
25 59 52
80 27 46
19 47 77
50 27 60
40 78 21
94 63 33
84 14 7
85 82 78
17 71 82
18 48 67
1 13 41
57 87 65
93 73 76
20 39 54
81 84 27
4 58 44
33 98 43
69 65 20
44 48 98
76 66 58
96 78 9
27 56 56
72 30 10
82 49 93
86 20 91
88 78 61
80 90 1
24 37 100
39 43 88
60 28 30
39 44 60
62 83 59
89 67 36
38 74 34
47 32 12
53 5 68
74 63 70
86 50 21
46 87 82
31 14 39
4 57 33
82 52 4
39 72 87
79 20 91
79 15 81
45 97 99
97 79 83
70 68 93
67 35 49
21 73 55
39 34 27
3 1 11
30 92 79
17 86 53
13 17 37
34 35 8
60 30 27
71 38 8
36 86 9
49 58 22
71 16 41
51 1 21
71 74 7
48 5 54
12 4 65
89 87 72
88 12 11
92 74 98
96 39 8
60 18 99
17 14 82
45 13 61
59 77 5
91 24 97
95 91 61
92 11 6
12 30 23
65 62 73
87 65 33
8 12 47
43 10 18
60 32 42
5 87 22
76 36 9
45 13 89
69 5 95
86 84 96
61 96 63
99 26 64
16 87 8
51 99 52
76 14 58
16 30 77
58 61 49
65 12 7
90 89 46
8 17 40
35 9 32
80 49 7
38 66 3
28 53 36
51 69 69
7 81 97
52 100 33
45 67 24
59 5 19
99 11 43
87 78 41
33 37 18
54 88 31
57 53 83
85 58 97
67 37 81
71 53 54
57 15 93
60 21 4
15 54 38
47 35 7
82 45 76
84 44 22
83 11 61
15 93 83
48 10 85
3 79 92
34 49 71
99 29 5
49 78 14
23 2 60
41 53 93
74 50 13
16 50 83
100 2 37
62 83 14
43 21 2
88 31 92
71 90 40
35 45 41
4 68 34
89 91 85
4 25 2
84 37 93
80 99 75
59 59 28
26 51 94
81 96 78
86 51 54
97 88 24
88 19 79
74 35 35
9 74 62
5 92 59
45 15 37
12 65 53
64 10 46
47 75 22
15 26 23
56 15 34
69 78 46
70 39 38
91 63 62
18 1 68
72 24 90
89 21 65
58 47 82
84 3 4
98 88 71
6 94 84
1 28 40
1 38 2
30 1 2
2 51 5
99 57 10
45 51 28
27 19 59
67 50 56
57 17 52
84 14 92
33 73 14
29 84 63
65 45 94
59 23 31
35 56 88
32 69 78
29 21 10
9 57 96
3 75 15
38 23 44
7 94 60
77 98 55
57 52 43
24 90 11
66 97 14
89 24 77
90 51 58
10 99 24
62 22 35
33 49 34
47 21 2
86 23 37
64 39 17
84 25 47
51 10 59
72 64 45
34 40 18
92 1 31
98 78 83
98 13 42
44 72 87
30 85 87
95 13 74
100 5 46
33 72 7
92 90 6
100 31 75
39 34 48
91 12 15
94 34 69
8 98 20
14 84 49
55 15 66
51 82 13
61 37 79
77 55 14
73 33 93
9 12 10
18 60 39
66 72 86
92 66 17
67 29 79
24 67 72
49 94 73
100 63 16
9 80 86
53 3 68
1 41 66
15 45 66
100 45 93
32 38 44
23 57 11
59 55 66
49 45 34
37 14 1
83 36 39
74 75 40
86 39 55
26 86 59
8 67 63
24 28 7
87 77 32
92 33 77
35 24 30
85 72 38
78 73 32
37 17 24
71 19 17
92 87 4
48 29 62
31 20 77
92 52 79
12 25 27
80 31 27
34 45 10
53 7 26
11 61 50
97 66 43
40 65 57
56 37 57
34 54 79
90 39 42
22 23 84
25 59 71
59 36 65
54 60 46
67 86 94
33 89 86
89 58 95
14 26 9
94 67 31
83 35 12
17 9 45
28 41 79
49 98 56
21 86 95
11 98 37
22 77 52
15 30 17
87 36 90
50 13 27
18 97 50
59 19 13
79 17 77
39 65 78
37 30 55
93 69 56
21 16 9
63 79 8
52 7 96
73 65 13
65 18 56
11 99 6
64 92 22
73 58 69
52 36 79
16 10 2
25 91 86
33 31 83
83 38 51
5 27 40
68 29 69
27 37 58
81 95 63
31 70 11
22 35 13
42 26 23
81 54 59
34 61 52
71 64 1
51 1 44
66 47 90
65 34 45
55 98 85
74 24 65
78 90 9
93 91 9
57 47 15
22 67 49
47 86 2
72 67 58
65 18 12
38 71 99
22 35 76
90 68 56
70 70 48
63 87 12
10 95 92
97 82 29
39 42 10
16 3 72
13 63 86
74 70 90
71 41 23
19 1 45
55 46 18
92 59 14
74 2 50
37 21 51
57 8 25
84 39 69
79 38 52
35 68 67
68 49 86
36 76 25
38 29 63
65 18 8
51 50 43
92 22 81
85 97 18
66 37 9
95 41 17
36 37 8
46 100 68
70 72 56
93 21 78
56 99 63
55 41 95
49 1 44
100 44 9
86 38 4
19 67 84
15 28 59
12 27 28
20 79 71
3 71 93
36 32 51
95 42 11
35 10 35
14 36 38
97 46 98
62 84 21
91 7 74
75 38 34
66 67 10
61 23 33
46 53 4
82 42 52
88 95 81
75 39 77
80 89 86
68 35 45
55 48 34
26 71 87
75 91 79
71 59 38
43 31 43
27 2 15
19 13 37
71 27 85
28 66 88
63 9 96
15 6 89
46 13 50
64 49 10
90 84 88
24 65 8
74 32 12
83 73 16
13 69 11
2 87 42
34 83 55
21 37 40
51 48 78
38 16 19
40 43 7
19 57 38
41 70 80
31 85 61
54 85 72
63 47 17
94 6 29
78 72 83
84 92 20
44 5 13
11 42 34
55 46 35
46 10 79
65 43 11
13 66 100
87 8 74
89 66 25
4 25 18
32 66 22
30 78 72
81 7 12
54 53 32
93 73 20
64 30 29
66 21 49
51 88 82
38 39 34
24 70 79
38 18 48
62 69 68
87 88 32
52 29 18
9 6 26
13 65 97
78 79 96
10 24 77
74 92 52
14 99 57
17 41 82
87 52 89
57 92 36
68 73 96
71 4 42
90 64 3
17 9 71
42 11 79
48 34 70
60 24 82
2 81 20
6 26 21
94 95 76
94 36 37
99 42 1
98 41 8
100 69 91
84 11 49
51 10 62
4 46 34
2 43 12
97 8 3
84 4 66
28 3 46
2 83 56
100 20 78
36 20 40
48 50 55
98 3 74
52 75 33
46 52 91
85 37 28
21 46 15
95 41 42
95 4 62
24 38 80
80 63 100
58 47 51
18 30 32
20 67 98
71 48 42
17 19 63
35 27 50
19 46 11
84 31 11
98 27 81
8 84 44
55 1 72
90 75 5
30 66 8
21 99 56
4 27 3
45 2 88
39 98 81
64 96 58
59 52 63
7 11 23
67 33 17
87 84 58
72 8 72
90 93 65
54 23 100
73 68 44
54 73 22
38 88 5
78 72 4
34 18 28
21 26 44
86 19 20
56 78 17
21 18 36
69 67 45
27 88 48
7 86 7
26 7 25
20 87 49
74 97 19
22 18 63
77 52 64
34 75 68
86 88 77
93 16 96
19 37 41
22 92 73
37 83 26
48 13 94
99 39 63
52 83 91
69 22 95
42 77 6
91 4 37
60 59 16
66 12 63
80 85 56
43 66 22
49 82 99
79 3 98
88 64 13
52 55 53
25 3 39
8 24 42
15 83 45
5 94 65
1 24 67
86 74 44
57 35 53
44 32 81
64 48 73
37 65 32
85 22 16
12 66 62
61 12 72
36 32 85
73 61 69
90 78 45
68 39 28
71 31 67
93 84 76
73 87 19
33 90 24
9 54 17
55 62 9
68 2 78
81 93 29
77 49 78
31 60 71
2 77 23
22 18 79
65 46 78
42 74 18
94 89 15
92 75 24
75 75 33
96 61 59
77 62 93
45 48 92
86 20 73
84 22 54
98 92 3
30 19 15
69 54 24
22 92 47
23 93 22
1 29 67
69 14 100
69 5 44
46 64 27
71 33 28
42 100 63
47 3 2
94 43 48
95 87 11
10 85 83
72 41 99
80 69 87
86 87 97
4 74 40
92 98 38
67 20 56
60 47 30
22 16 48
49 100 19
91 3 67
61 35 22
8 11 40
81 26 49
11 54 85
48 1 86
92 71 41
7 62 32
87 19 29
50 74 29
31 54 5
22 56 27
92 11 99
29 75 78
50 96 96
42 24 78
44 47 12
43 92 57
86 27 51
92 72 78
77 91 88
33 42 90
44 93 44
75 74 82
26 1 44
20 47 81
48 65 45
47 37 94
2 44 44
33 62 62
18 23 77
90 55 80
4 75 99
26 26 18
94 34 22
42 87 2
74 29 22
75 86 8
14 59 8
17 78 89
12 62 50
12 96 22
98 87 75
10 16 37
60 39 52
51 6 15
77 45 49
34 49 72
37 34 32
31 47 46
30 42 89
81 40 62
80 98 69
76 98 12
86 48 84
54 75 53
78 41 42
4 17 43
67 75 90
41 12 39
94 31 93
59 48 31
34 86 54
23 52 97
71 25 95
46 4 11
77 85 23
25 25 90
21 86 58
70 2 5
67 23 64
84 91 89
88 2 66
69 55 2
70 34 7
98 92 11
26 78 94
71 63 2
65 18 13
91 35 77
26 88 60
94 81 46
11 40 18
16 14 33
44 59 72
97 56 9
45 13 21
41 55 49
22 89 23
31 49 80
88 23 71
28 36 68
38 53 64
38 5 88
11 95 60
93 55 57
44 78 26
1 77 63
71 31 89
69 9 21
20 43 71
5 73 85
32 95 91
80 44 38
83 68 57
71 85 50
62 97 28
2 34 96
52 32 67
62 85 55
60 82 77
24 5 1
6 21 86
51 27 9
86 86 76
5 26 3
25 90 47
51 99 37
98 36 15
94 55 71
5 52 83
29 86 91
56 56 18
22 83 80
32 82 39
72 41 88
51 85 61
87 80 91
10 6 86
35 95 11
88 98 45
65 19 74
30 27 27
100 70 38
88 18 77
16 38 62
56 72 89
96 91 88
95 81 99
47 48 6
33 92 24
74 25 99
32 50 44
52 97 57
28 2 70
9 97 93
9 29 100
39 3 66
8 2 79
34 26 35
36 39 39
57 96 7
46 67 86
8 8 30
5 44 9
83 91 6
27 68 89
1 27 23
84 32 87
25 82 73
25 86 5
47 7 71
73 90 30
15 64 87
29 38 49
31 16 68
56 62 8
41 63 71
20 72 52
91 75 39
82 13 56
80 60 98
32 88 66
60 67 8
19 13 6
66 10 62
84 69 51
13 97 26
63 44 94
98 91 34
81 88 90
55 32 60
18 39 84
10 42 4
86 88 88
84 16 72
88 64 9
92 13 95
37 78 31
87 63 50
77 87 84
45 4 71
25 78 46
48 33 5
22 46 33
4 11 96
1 68 24
33 13 20
57 51 18
88 3 21
35 27 10
24 38 69
36 19 63
99 19 40
91 84 40
12 70 45
55 43 52
10 85 76
17 89 19
23 59 8
79 99 67
81 56 72
68 88 41
29 77 11
17 45 28
20 26 15
88 56 93
93 69 88
47 75 46
77 67 50
55 31 45
11 79 24
94 48 88
19 3 22
100 100 56
60 85 22
39 42 16
69 54 83
86 8 55
71 29 24
56 12 86
93 51 52
53 80 55
57 44 98
38 81 17
8 14 98
91 89 80
46 74 23
10 21 90
7 49 5
33 95 45
47 39 11
25 97 81
27 97 94
50 1 33
50 22 58
43 26 4
97 58 28
45 48 72
52 6 10
28 36 94
67 24 30
49 31 45
64 85 19
43 7 38
7 3 39
78 57 51
26 28 78
28 100 41
12 77 61
61 66 27
73 88 91
79 90 71
67 72 3
82 3 49
76 63 9
16 28 51
18 49 63
91 100 55
36 72 97
43 8 78
41 70 56
51 46 23
99 37 35
27 68 99
15 23 64
69 74 11
79 81 8
58 11 14
78 51 77
71 17 61
81 88 11
98 66 2
4 95 59
58 24 11
18 39 44
54 96 59
90 72 45
82 52 86
11 91 71
76 48 80
55 16 97
23 20 41
51 31 7
17 59 2
93 81 63
42 16 60
25 13 76
11 66 80
11 71 94
20 67 11
3 62 96
23 16 7
50 76 54
89 80 43
22 95 9
3 95 66
1 95 25
71 71 73
66 32 78
84 73 33
10 21 83
18 43 19
57 67 73
29 27 3
71 61 34
42 42 38
45 10 81
83 53 22
53 40 78
2 64 13
65 3 29
74 96 57
90 4 91
21 44 6
93 30 51
77 28 16
34 51 43
32 30 93
58 6 92
82 51 23
9 95 93
43 37 48
80 25 16
90 10 24
41 29 55
53 19 80
68 54 58
54 76 88
76 7 8
46 41 78
45 83 47
62 12 14
91 39 56
13 80 6
29 45 3
20 41 75
91 16 3
43 65 38
53 17 42
30 81 79
89 45 99
87 68 97
25 28 88
63 48 94
11 64 6
26 18 18
21 71 14
81 50 34
10 9 37
56 39 90
66 36 11
15 50 47
56 53 73
86 95 24
91 13 98
23 17 85
43 91 21
35 50 49
19 61 55
67 20 54
90 94 83
49 54 66
21 16 31
6 51 6
79 30 7
72 84 18
64 29 13
58 81 45
37 99 50
11 91 12
36 59 1
61 10 6
82 39 88
5 94 55
6 100 54
35 40 78
43 53 8
27 85 66
31 30 11
90 37 97
8 77 60
73 13 98
81 30 26
41 51 32
49 6 43
29 38 40
86 32 70
59 45 38
48 49 15
44 3 59
54 86 3
84 34 79
61 30 50
79 68 13
69 38 15
92 43 56
93 84 27
21 64 56
73 4 85
40 55 11
9 13 61
74 6 78
88 40 95
35 24 82
34 16 49
14 51 99
15 85 51
98 55 38
44 66 76
32 84 26
18 93 88
78 32 19
55 67 14
94 59 23
86 8 39
36 54 48
8 99 83
91 73 89
52 38 43
96 85 65
31 95 59
72 94 92
50 44 34
43 74 52
57 78 54
7 26 54
44 64 9
69 78 2
57 92 53
19 26 58
31 90 88
99 57 48
6 27 47
83 56 43
92 82 98
76 77 98
78 96 65
31 60 2
57 77 80
34 96 6
7 99 41
80 47 8
46 34 35
19 37 80
43 26 33
20 40 68
33 29 67
57 24 65
62 29 11
34 42 51
5 21 59
86 18 11
1 79 47
96 7 67
60 24 3
41 91 48
61 38 62
78 87 23
71 73 10
14 14 57
32 60 52
36 72 43
25 95 100
75 85 1
99 97 20
70 21 71
28 43 42
73 35 2
42 15 19
61 68 47
78 86 13
95 16 29
76 56 62
30 73 86
15 80 94
18 53 97
1 60 62
91 99 7
26 74 16
34 61 50
18 31 81
18 100 88
15 36 4
38 44 67
9 42 16
100 20 34
51 62 22
37 55 58
28 79 68
98 99 57
34 29 19
93 95 65
62 69 30
